source,disease,symptom_tags,symptom_text,num_symptoms
fhai50032_symptoms_to_disease_7k,Jaundice,itching|vomiting|fatigue|weight_loss|high_fever|dark_urine|abdominal_pain,"itching, vomiting, fatigue, weight loss, high fever, dark urine, abdominal pain",7
fhai50032_symptoms_to_disease_7k,Jaundice,itching|vomiting|fatigue|weight_loss|high_fever|yellowish_skin|abdominal_pain,"itching, vomiting, fatigue, weight loss, high fever, yellowish skin, abdominal pain",7
fhai50032_symptoms_to_disease_7k,Jaundice,itching|vomiting|fatigue|weight_loss|high_fever|yellowish_skin|dark_urine,"itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine",7
fhai50032_symptoms_to_disease_7k,Jaundice,itching|vomiting|fatigue|weight_loss|high_fever|yellowish_skin|dark_urine|abdominal_pain,"itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain",8
fhai50032_symptoms_to_disease_7k,Jaundice,itching|vomiting|fatigue|weight_loss|yellowish_skin|dark_urine|abdominal_pain,"itching, vomiting, fatigue, weight loss, yellowish skin, dark urine, abdominal pain",7
fhai50032_symptoms_to_disease_7k,Jaundice,itching|vomiting|weight_loss|high_fever|yellowish_skin|dark_urine|abdominal_pain,"itching, vomiting, weight loss, high fever, yellowish skin, dark urine, abdominal pain",7
fhai50032_symptoms_to_disease_7k,Jaundice,vomiting|fatigue|weight_loss|high_fever|yellowish_skin|dark_urine|abdominal_pain,"vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain",7
fhai50032_symptoms_to_disease_7k,Jaw Tumors Cysts,a_tumor_is_an_abnormal_growth_or_mass_of_tissue._a_cyst_is_a_lesion_that_contains_liquid_or_semisolid_material._examples_of_jaw_tumors_and_cysts_include:_ameloblastoma._this_rare|usually_noncancerous_(benign)_tumor_begins_in_the_cells_that_form_the_protective_enamel_lining_on_the_teeth._it_develops_most_often_in_the_jaw_near_the_molars._the_most_common_type_is_aggressive|forming_large_tumors_and_growing_into_the_jawbone._although_this_tumor_can_recur_after_treatment|aggressive_surgical_treatment_will_typically_reduce_the_chance_of_recurrence._central_giant_cell_granuloma._central_giant_cell_granulomas_are_benign_lesions_that_grow_from_bone_cells._they_most_often_occur_in_the_front_portion_of_the_lower_jaw._one_type_of_these_tumors_can_grow_rapidly|cause_pain_and_destroy_bone|and_has_a_tendency_to_recur_after_surgical_treatment._the_other_type_is_less_aggressive_and_may_not_have_symptoms._rarely|a_tumor_may_shrink_or_resolve_on_its_own|but_typically_these_tumors_require_surgical_treatment._dentigerous_cyst._this_cyst_originates_from_tissue_that_surrounds_a_tooth_before_it_erupts_into_the_mouth._this_is_the_most_common_form_of_cyst_that_affects_the_jaws._most_often_these_cysts_will_occur_around_wisdom_teeth_that_are_not_fully_erupted|but_they_can_also_involve_other_teeth._odontogenic_keratocyst._this_cyst_is_also_referred_to_as_a_keratocystic_odontogenic_tumor_because_of_its_tumorlike_tendency_to_recur_after_surgical_treatment._although_this_cyst_is_typically_slow_growing|it_can_still_be_destructive_to_the_jaw_and_teeth_if_left_untreated_over_a_long_period_of_time._most_often_the_cyst_develops_in_the_lower_jaw_near_the_third_molars._these_cysts_may_also_be_found_in_people_with_an_inherited_condition_called_nevoid_basal_cell_carcinoma_syndrome._odontogenic_myxoma._this_is_a_rare|slow_growing|benign_tumor_that_occurs_most_often_in_the_lower_jaw._the_tumor_can_be_large_and_aggressively_invade_the_jaw_and_surrounding_tissue_and_displace_teeth._odontogenic_myxomas_are_known_to_recur_after_surgical_treatment;_however|the_chances_of_tumor_recurrence_are_typically_lessened_by_more_aggressive_forms_of_surgical_treatment._odontoma._this_benign_tumor_is_the_most_common_odontogenic_tumor._odontomas_often_have_no_symptoms|but_they_may_interfere_with_tooth_development_or_eruption._odontomas_are_made_up_of_dental_tissue_that_grows_around_a_tooth_in_the_jaw._they_can_resemble_an_oddly_shaped_tooth_or_can_be_a_small_or_large_calcified_tumor._these_tumors_may_be_part_of_some_genetic_syndromes._other_types_of_cysts_and_tumors._these_include_adenomatoid_odontogenic_tumor|calcifying_epithelial_odontogenic_tumor|glandular_odontogenic_cyst|squamous_odontogenic_tumor|calcifying_odontogenic_cyst|cementoblastoma|aneurysmal_bone_cyst|ossifying_fibroma|osteoblastoma._central_odontogenic_fibroma_and_others.,"a tumor is an abnormal growth or mass of tissue. a cyst is a lesion that contains liquid or semisolid material. examples of jaw tumors and cysts include: ameloblastoma. this rare, usually noncancerous (benign) tumor begins in the cells that form the protective enamel lining on the teeth. it develops most often in the jaw near the molars. the most common type is aggressive, forming large tumors and growing into the jawbone. although this tumor can recur after treatment, aggressive surgical treatment will typically reduce the chance of recurrence. central giant cell granuloma. central giant cell granulomas are benign lesions that grow from bone cells. they most often occur in the front portion of the lower jaw. one type of these tumors can grow rapidly, cause pain and destroy bone, and has a tendency to recur after surgical treatment. the other type is less aggressive and may not have symptoms. rarely, a tumor may shrink or resolve on its own, but typically these tumors require surgical treatment. dentigerous cyst. this cyst originates from tissue that surrounds a tooth before it erupts into the mouth. this is the most common form of cyst that affects the jaws. most often these cysts will occur around wisdom teeth that are not fully erupted, but they can also involve other teeth. odontogenic keratocyst. this cyst is also referred to as a keratocystic odontogenic tumor because of its tumorlike tendency to recur after surgical treatment. although this cyst is typically slow growing, it can still be destructive to the jaw and teeth if left untreated over a long period of time. most often the cyst develops in the lower jaw near the third molars. these cysts may also be found in people with an inherited condition called nevoid basal cell carcinoma syndrome. odontogenic myxoma. this is a rare, slow growing, benign tumor that occurs most often in the lower jaw. the tumor can be large and aggressively invade the jaw and surrounding tissue and displace teeth. odontogenic myxomas are known to recur after surgical treatment; however, the chances of tumor recurrence are typically lessened by more aggressive forms of surgical treatment. odontoma. this benign tumor is the most common odontogenic tumor. odontomas often have no symptoms, but they may interfere with tooth development or eruption. odontomas are made up of dental tissue that grows around a tooth in the jaw. they can resemble an oddly shaped tooth or can be a small or large calcified tumor. these tumors may be part of some genetic syndromes. other types of cysts and tumors. these include adenomatoid odontogenic tumor, calcifying epithelial odontogenic tumor, glandular odontogenic cyst, squamous odontogenic tumor, calcifying odontogenic cyst, cementoblastoma, aneurysmal bone cyst, ossifying fibroma, osteoblastoma. central odontogenic fibroma and others.",22
fhai50032_symptoms_to_disease_7k,Jellyfish Stings,"symptoms_of_jellyfish_stings_include:_burning|prickling|stinging_pain_welts_or_tracks_on_the_skin_—_a_""print""_of_the_tentacles'_contact_with_the_skin_itchiness_(pruritus)_swelling_throbbing_pain_that_radiates_up_a_leg_or_an_arm_severe_jellyfish_stings_can_affect_multiple_body_systems._these_reactions_may_appear_rapidly_or_several_hours_after_the_stings._symptoms_of_severe_jellyfish_stings_include:_stomach_pain|nausea_and_vomiting_headache_muscle_pain_or_spasms_faintness|dizziness_or_confusion_difficulty_breathing_heart_problems_the_severity_of_a_reaction_depends_on:_the_type_and_size_of_the_jellyfish_the_age|size_and_health_of_the_person_affected|with_severe_reactions_more_likely_in_children_how_long_the_person_was_exposed_to_the_stingers_how_much_of_the_skin_is_affected","symptoms of jellyfish stings include: burning, prickling, stinging pain welts or tracks on the skin — a ""print"" of the tentacles' contact with the skin itchiness (pruritus) swelling throbbing pain that radiates up a leg or an arm severe jellyfish stings can affect multiple body systems. these reactions may appear rapidly or several hours after the stings. symptoms of severe jellyfish stings include: stomach pain, nausea and vomiting headache muscle pain or spasms faintness, dizziness or confusion difficulty breathing heart problems the severity of a reaction depends on: the type and size of the jellyfish the age, size and health of the person affected, with severe reactions more likely in children how long the person was exposed to the stingers how much of the skin is affected",7
fhai50032_symptoms_to_disease_7k,Jet Lag,symptoms_of_jet_lag_can_vary._you_may_experience_only_one_symptom_or_you_may_have_many._jet_lag_symptoms_may_include:_sleep_problems_such_as_not_being_able_to_fall_asleep_or_waking_up_early._daytime_fatigue._not_being_able_to_focus_or_function_at_your_usual_level._stomach_problems_such_as_constipation_or_diarrhea._a_general_feeling_of_not_being_well._mood_changes._symptoms_are_worse_the_farther_you_travel_jet_lag_symptoms_usually_occur_within_a_day_or_two_after_traveling_across_at_least_two_time_zones._symptoms_are_likely_to_be_worse_or_last_longer_the_farther_you_travel._this_is_especially_true_if_you_fly_east._it_usually_takes_about_a_day_to_recover_for_each_time_zone_crossed.,symptoms of jet lag can vary. you may experience only one symptom or you may have many. jet lag symptoms may include: sleep problems such as not being able to fall asleep or waking up early. daytime fatigue. not being able to focus or function at your usual level. stomach problems such as constipation or diarrhea. a general feeling of not being well. mood changes. symptoms are worse the farther you travel jet lag symptoms usually occur within a day or two after traveling across at least two time zones. symptoms are likely to be worse or last longer the farther you travel. this is especially true if you fly east. it usually takes about a day to recover for each time zone crossed.,1
fhai50032_symptoms_to_disease_7k,Jock Itch,jock_itch_usually_begins_with_a_reddened_area_of_skin_in_the_crease_in_the_groin._it_often_spreads_to_the_upper_thigh_in_a_half_moon_shape._the_rash_may_be_ring_shaped_and_bordered_with_a_line_of_small_blisters._it_may_burn_or_feel_itchy|and_the_skin_may_be_flaky_or_scaly.,"jock itch usually begins with a reddened area of skin in the crease in the groin. it often spreads to the upper thigh in a half moon shape. the rash may be ring shaped and bordered with a line of small blisters. it may burn or feel itchy, and the skin may be flaky or scaly.",2
fhai50032_symptoms_to_disease_7k,Juvenile Idiopathic Arthritis,the_most_common_signs_and_symptoms_of_juvenile_idiopathic_arthritis_are:_pain._while_your_child_might_not_complain_of_joint_pain|you_may_notice_that_he_or_she_limps_—_especially_first_thing_in_the_morning_or_after_a_nap._swelling._joint_swelling_is_common_but_is_often_first_noticed_in_larger_joints_such_as_the_knee._stiffness._you_might_notice_that_your_child_appears_clumsier_than_usual|particularly_in_the_morning_or_after_naps._fever|swollen_lymph_nodes_and_rash._in_some_cases|high_fever|swollen_lymph_nodes_or_a_rash_on_the_trunk_may_occur_—_which_is_usually_worse_in_the_evenings._juvenile_idiopathic_arthritis_can_affect_one_joint_or_many._there_are_several_different_subtypes_of_juvenile_idiopathic_arthritis|but_the_main_ones_are_systemic|oligoarticular_and_polyarticular._which_type_your_child_has_depends_on_symptoms|the_number_of_joints_affected|and_if_a_fever_and_rashes_are_prominent_features._like_other_forms_of_arthritis|juvenile_idiopathic_arthritis_is_characterized_by_times_when_symptoms_flare_up_and_times_when_symptoms_may_be_minimal.,"the most common signs and symptoms of juvenile idiopathic arthritis are: pain. while your child might not complain of joint pain, you may notice that he or she limps — especially first thing in the morning or after a nap. swelling. joint swelling is common but is often first noticed in larger joints such as the knee. stiffness. you might notice that your child appears clumsier than usual, particularly in the morning or after naps. fever, swollen lymph nodes and rash. in some cases, high fever, swollen lymph nodes or a rash on the trunk may occur — which is usually worse in the evenings. juvenile idiopathic arthritis can affect one joint or many. there are several different subtypes of juvenile idiopathic arthritis, but the main ones are systemic, oligoarticular and polyarticular. which type your child has depends on symptoms, the number of joints affected, and if a fever and rashes are prominent features. like other forms of arthritis, juvenile idiopathic arthritis is characterized by times when symptoms flare up and times when symptoms may be minimal.",11
